-1333 1
-1330 0
-1333 1
-1330 0
-1333 1
-1330 0
-1333 1
-1330 0
-1330 0
-1330 0
-1330 0
-1330 0
-1333 1
-1330 0
-1330 0
-1333 1
-1330 0
-1330 0
-1330 0
-1330 0
-1330 0
-1333 1
-1333 1
-1330 0
-1333 1
-1330 0
-1330 0
-1333 1
-1333 1
-1330 0
-1330 0
-1333 1
-1330 0
-1330 0
-1330 0
-1330 0
-1330 0
-1333 1
-1330 0
-1330 0
-1333 1
-1330 0
-1330 0
-1330 0
-1333 1
-1330 0
-1330 0
-1330 0
-1306 0
-1323 1
-1306 0
-1323 1
-1306 0
-1323 1
-1306 0
-1306 0
-1323 1
-1323 1
-1323 1
-1323 1
-1323 1
-1306 0
-1306 0
-1323 1
-1323 1
-1323 1
-1306 0
-1306 0
-1323 1
-1306 0
-1306 0
-1323 1
-1306 0
-1323 1
-1306 0
-1306 0
-1306 0
-1323 1
-1306 0
-1306 0
-1306 0
-1306 0
-1306 0
-1323 1
-1323 1
-1323 1
-1323 1
-1306 0
-1306 0
-1306 0
-1306 0
-1306 0
-1323 1
-1306 0
-1306 0
-1306 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1296 0
-1315 3
-1312 0
-1314 2
-1313 1
-1315 3
-1313 1
-1313 1
-1314 2
-1312 0
-1313 1
-1314 2
-1315 3
-1314 2
-1314 2
-1313 1
-1313 1
-1312 0
-1314 2
-1315 3
-1314 2
-1314 2
-1313 1
-1313 1
-1313 1
-1313 1
-1313 1
-1314 2
-1315 3
-1313 1
-1313 1
-1314 2
-1313 1
-1313 1
-1315 3
-1314 2
-1314 2
-1313 1
-1314 2
-1314 2
-1314 2
-1313 1
-1314 2
-1314 2
-1313 1
-1314 2
-1314 2
-1313 1
-1315 3
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1248 0
-1282 0
-1293 5
-1282 0
-1289 1
-1291 3
-1291 3
-1289 1
-1293 5
-1282 0
-1289 1
-1293 5
-1289 1
-1291 3
-1291 3
-1282 0
-1293 5
-1282 0
-1291 3
-1282 0
-1282 0
-1291 3
-1289 1
-1291 3
-1282 0
-1291 3
-1289 1
-1282 0
-1291 3
-1282 0
-1289 1
-1289 1
-1293 5
-1282 0
-1282 0
-1289 1
-1291 3
-1289 1
-1293 5
-1291 3
-1282 0
-1282 0
-1282 0
-1289 1
-1282 0
-1293 5
-1293 5
-1291 3
-1282 0
-1284 0
-1285 1
-1284 0
-1284 0
-1285 1
-1285 1
-1285 1
-1285 1
-1285 1
-1284 0
-1284 0
-1285 1
-1285 1
-1284 0
-1284 0
-1284 0
-1284 0
-1284 0
-1284 0
-1285 1
-1284 0
-1285 1
-1284 0
-1284 0
-1284 0
-1284 0
-1284 0
-1284 0
-1284 0
-1284 0
-1285 1
-1284 0
-1284 0
-1284 0
-1284 0
-1284 0
-1284 0
-1285 1
-1284 0
-1284 0
-1284 0
-1285 1
-1284 0
-1284 0
-1284 0
-1285 1
-1285 1
-1284 0
-1329 3
-1326 0
-1326 0
-1328 2
-1329 3
-1327 1
-1328 2
-1328 2
-1327 1
-1327 1
-1327 1
-1326 0
-1327 1
-1327 1
-1327 1
-1328 2
-1326 0
-1326 0
-1326 0
-1328 2
-1326 0
-1327 1
-1327 1
-1326 0
-1326 0
-1326 0
-1326 0
-1327 1
-1326 0
-1329 3
-1328 2
-1328 2
-1328 2
-1326 0
-1327 1
-1326 0
-1327 1
-1327 1
-1327 1
-1329 3
-1327 1
-1326 0
-1327 1
-1328 2
-1328 2
-1328 2
-1327 1
-1328 2
-1334 0
-1336 2
-1336 2
-1335 1
-1335 1
-1334 0
-1335 1
-1336 2
-1334 0
-1335 1
-1336 2
-1334 0
-1334 0
-1335 1
-1335 1
-1336 2
-1336 2
-1335 1
-1336 2
-1336 2
-1335 1
-1336 2
-1335 1
-1335 1
-1336 2
-1336 2
-1334 0
-1336 2
-1335 1
-1336 2
-1334 0
-1334 0
-1335 1
-1336 2
-1335 1
-1335 1
-1336 2
-1336 2
-1335 1
-1334 0
-1336 2
-1335 1
-1334 0
-1336 2
-1336 2
-1336 2
-1335 1
-1336 2
-1332 0
-1341 7
-1335 3
-1338 6
-1338 6
-1338 6
-1335 3
-1341 7
-1334 2
-1334 2
-1333 1
-1335 3
-1332 0
-1338 6
-1341 7
-1333 1
-1333 1
-1333 1
-1335 3
-1334 2
-1332 0
-1332 0
-1335 3
-1338 6
-1335 3
-1335 3
-1333 1
-1338 6
-1334 2
-1341 7
-1334 2
-1334 2
-1341 7
-1334 2
-1341 7
-1332 0
-1341 7
-1333 1
-1338 6
-1334 2
-1335 3
-1338 6
-1341 7
-1332 0
-1335 3
-1338 6
-1332 0
-1334 2
-1320 0
-1327 11
-1327 11
-1322 2
-1326 6
-1326 6
-1324 4
-1326 6
-1320 0
-1324 4
-1320 0
-1324 4
-1323 3
-1322 2
-1323 3
-1324 4
-1322 2
-1323 3
-1323 3
-1324 4
-1322 2
-1324 4
-1322 2
-1324 4
-1322 2
-1320 0
-1320 0
-1323 3
-1322 2
-1324 4
-1327 11
-1320 0
-1323 3
-1322 2
-1323 3
-1320 0
-1320 0
-1324 4
-1323 3
-1320 0
-1322 2
-1322 2
-1327 11
-1320 0
-1324 4
-1323 3
-1324 4
-1327 11
-1320 0
-1321 1
-1321 1
-1320 0
-1320 0
-1320 0
-1320 0
-1321 1
-1321 1
-1321 1
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1321 1
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1321 1
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1320 0
-1321 1
-1320 0
-1321 1
-1320 0
-1320 0
-1320 0
-1320 0
-1321 1
-1320 0
-1320 0
-1320 0
-306 306
-93 93
-331 331
-361 361
-511 511
-487 487
-487 487
-517 517
-315 315
-306 306
-346 346
-511 511
-93 93
-106 106
-495 495
-531 531
-74 74
-520 520
-361 361
-336 336
-346 346
-672 636
-500 500
-315 315
-331 331
-1 1
-88 88
-106 106
-583 547
-586 586
-531 531
-480 480
-583 547
-588 588
-419 383
-367 367
-306 306
-480 480
-74 74
-640 604
-144 108
-28 8
-419 383
-277 241
-144 108
-277 241
-672 636
0 0
-1355 7
-1344 0
-1352 2
-1351 1
-1344 0
-1352 2
-1355 7
-1351 1
-1344 0
-1352 2
-1351 1
-1351 1
-1352 2
-1351 1
-1351 1
-1351 1
-1351 1
-1351 1
-1351 1
-1351 1
-1351 1
-1355 7
-1352 2
-1352 2
-1351 1
-1351 1
-1351 1
-1351 1
-1352 2
-1355 7
-1351 1
-1352 2
-1352 2
-1351 1
-1351 1
-1351 1
-1352 2
-1351 1
-1352 2
-1344 0
-1344 0
-1351 1
-1351 1
-1344 0
-1352 2
-1351 1
-1344 0
-1351 1
-1308 0
-1310 2
-1310 2
-1308 0
-1310 2
-1308 0
-1310 2
-1310 2
-1308 0
-1308 0
-1308 0
-1308 0
-1310 2
-1308 0
-1308 0
-1308 0
-1308 0
-1310 2
-1310 2
-1310 2
-1310 2
-1310 2
-1310 2
-1310 2
-1310 2
-1308 0
-1310 2
-1310 2
-1308 0
-1308 0
-1308 0
-1310 2
-1310 2
-1308 0
-1310 2
-1308 0
-1310 2
-1310 2
-1308 0
-1308 0
-1308 0
-1308 0
-1308 0
-1310 2
-1308 0
-1310 2
-1308 0
-1310 2
-1297 3
-1294 0
-1297 3
-1294 0
-1294 0
-1297 3
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1297 3
-1294 0
-1297 3
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1297 3
-1297 3
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1297 3
-1294 0
-1294 0
-1294 0
-1294 0
-1297 3
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1294 0
-1297 3
-1294 0
-1294 0
-1345 1
-1344 0
-1345 1
-1344 0
-1344 0
-1345 1
-1344 0
-1345 1
-1345 1
-1344 0
-1344 0
-1345 1
-1345 1
-1345 1
-1345 1
-1344 0
-1345 1
-1344 0
-1344 0
-1345 1
-1344 0
-1344 0
-1344 0
-1345 1
-1344 0
-1344 0
-1344 0
-1345 1
-1344 0
-1344 0
-1345 1
-1344 0
-1345 1
-1344 0
-1344 0
-1345 1
-1344 0
-1344 0
-1345 1
-1344 0
-1344 0
-1344 0
-1344 0
-1344 0
-1344 0
-1344 0
-1345 1
-1344 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
-1378 0
